# x, y
0.000000000000000000e+00 0.000000000000000000e+00
1.111111138015985489e-02 0.000000000000000000e+00
2.222222276031970978e-02 1.999999949475750327e-05
3.333333507180213928e-02 4.999999873689375818e-05
4.444444552063941956e-02 2.999999924213625491e-05
5.555555596947669983e-02 2.999999924213625491e-05
6.666667014360427856e-02 9.999999747378751636e-05
7.777778059244155884e-02 1.500000071246176958e-04
8.888889104127883911e-02 2.600000007078051567e-04
1.000000014901161194e-01 3.800000122282654047e-04
1.111111119389533997e-01 4.900000058114528656e-04
1.222222223877906799e-01 8.099999977275729179e-04
1.333333402872085571e-01 1.049999962560832500e-03
1.444444507360458374e-01 1.919999951496720314e-03
1.555555611848831177e-01 2.779999980702996254e-03
1.666666716337203979e-01 3.580000018700957298e-03
1.777777820825576782e-01 5.869999993592500687e-03
1.888888925313949585e-01 8.500000461935997009e-03
2.000000029802322388e-01 1.398999989032745361e-02
2.111111134290695190e-01 2.019999921321868896e-02
2.222222238779067993e-01 2.923999913036823273e-02
2.333333343267440796e-01 4.602999985218048096e-02
2.444444447755813599e-01 6.785999983549118042e-02
2.555555701255798340e-01 9.997999668121337891e-02
2.666666805744171143e-01 1.466200053691864014e-01
2.777777910232543945e-01 2.197200059890747070e-01
2.888889014720916748e-01 3.301100134849548340e-01
3.000000119209289551e-01 4.887500107288360596e-01
3.111111223697662354e-01 7.292799949645996094e-01
3.222222328186035156e-01 1.087839961051940918e+00
3.333333432674407959e-01 1.616870045661926270e+00
3.444444537162780762e-01 2.411930084228515625e+00
3.555555641651153564e-01 3.571630001068115234e+00
3.666666746139526367e-01 5.294539928436279297e+00
3.777777850627899170e-01 7.817949771881103516e+00
3.888888955116271973e-01 1.148206996917724609e+01
4.000000059604644775e-01 1.673616027832031250e+01
4.111111164093017578e-01 2.414221954345703125e+01
4.222222268581390381e-01 3.435361862182617188e+01
4.333333373069763184e-01 4.790309143066406250e+01
4.444444477558135986e-01 6.499868774414062500e+01
4.555555582046508789e-01 8.530316162109375000e+01
4.666666686534881592e-01 1.074043121337890625e+02
4.777777791023254395e-01 1.289950561523437500e+02
4.888888895511627197e-01 1.476335906982421875e+02
5.000000000000000000e-01 1.606756744384765625e+02
5.111111402511596680e-01 1.673542327880859375e+02
5.222222208976745605e-01 1.675839538574218750e+02
5.333333611488342285e-01 1.623217010498046875e+02
5.444444417953491211e-01 1.530555572509765625e+02
5.555555820465087891e-01 1.413392333984375000e+02
5.666666626930236816e-01 1.283094024658203125e+02
5.777778029441833496e-01 1.149200286865234375e+02
5.888888835906982422e-01 1.018507614135742188e+02
6.000000238418579102e-01 8.955184936523437500e+01
6.111111044883728027e-01 7.820187377929687500e+01
6.222222447395324707e-01 6.798042297363281250e+01
6.333333253860473633e-01 5.879121017456054688e+01
6.444444656372070312e-01 5.074119186401367188e+01
6.555555462837219238e-01 4.362044906616210938e+01
6.666666865348815918e-01 3.743307113647460938e+01
6.777777671813964844e-01 3.210913848876953125e+01
6.888889074325561523e-01 2.742593955993652344e+01
6.999999880790710449e-01 2.340337944030761719e+01
7.111111283302307129e-01 1.996702957153320312e+01
7.222222089767456055e-01 1.703368949890136719e+01
7.333333492279052734e-01 1.451229953765869141e+01
7.444444298744201660e-01 1.237664031982421875e+01
7.555555701255798340e-01 1.050288963317871094e+01
7.666666507720947266e-01 8.929869651794433594e+00
7.777777910232543945e-01 7.588369846343994141e+00
7.888888716697692871e-01 6.456429958343505859e+00
8.000000119209289551e-01 5.485079765319824219e+00
8.111110925674438477e-01 4.663400173187255859e+00
8.222222328186035156e-01 3.946540117263793945e+00
8.333333134651184082e-01 3.369149923324584961e+00
8.444444537162780762e-01 2.856080055236816406e+00
8.555555343627929688e-01 2.414030075073242188e+00
8.666666746139526367e-01 2.056400060653686523e+00
8.777777552604675293e-01 1.749969959259033203e+00
8.888888955116271973e-01 1.484369993209838867e+00
8.999999761581420898e-01 1.264240026473999023e+00
9.111111164093017578e-01 1.064900040626525879e+00
9.222221970558166504e-01 9.048100113868713379e-01
9.333333373069763184e-01 7.709000110626220703e-01
9.444444179534912109e-01 6.527400016784667969e-01
9.555555582046508789e-01 5.513200163841247559e-01
9.666666388511657715e-01 4.699099957942962646e-01
9.777777791023254395e-01 4.009900093078613281e-01
9.888888597488403320e-01 3.356400132179260254e-01
1.000000000000000000e+00 2.879300117492675781e-01
